0.000000 0.000000
5.000000 0.085954
10.000000 0.168891
15.000000 0.248256
20.000000 0.323537
25.000000 0.394266
30.000000 0.460022
35.000000 0.520437
40.000000 0.575192
45.000000 0.624020
50.000000 0.666707
55.000000 0.703095
60.000000 0.733075
65.000000 0.756591
70.000000 0.773641
75.000000 0.784270
80.000000 0.788572
85.000000 0.786688
90.000000 0.778801
95.000000 0.765136
100.000000 0.745958
105.000000 0.721563
110.000000 0.692285
115.000000 0.658480
120.000000 0.620534
125.000000 0.578852
130.000000 0.533858
135.000000 0.485987
140.000000 0.435688
145.000000 0.383413
150.000000 0.329620
155.000000 0.274764
160.000000 0.219297
165.000000 0.163661
170.000000 0.108290
175.000000 0.053602
180.000000 0.000000
185.000000 -0.052134
190.000000 -0.102438
195.000000 -0.150575
200.000000 -0.196235
205.000000 -0.239134
210.000000 -0.279018
215.000000 -0.315661
220.000000 -0.348871
225.000000 -0.378487
230.000000 -0.404378
235.000000 -0.426449
240.000000 -0.444632
245.000000 -0.458896
250.000000 -0.469237
255.000000 -0.475684
260.000000 -0.478293
265.000000 -0.477150
270.000000 -0.472367
275.000000 -0.464079
280.000000 -0.452446
285.000000 -0.437650
290.000000 -0.419892
295.000000 -0.399388
300.000000 -0.376373
305.000000 -0.351092
310.000000 -0.323801
315.000000 -0.294766
320.000000 -0.264258
325.000000 -0.232552
330.000000 -0.199925
335.000000 -0.166653
340.000000 -0.133010
345.000000 -0.099265
350.000000 -0.065681
355.000000 -0.032511
360.000000 -0.000000
365.000000 0.031621
370.000000 0.062132
375.000000 0.091328
380.000000 0.119023
385.000000 0.145042
390.000000 0.169233
395.000000 0.191458
400.000000 0.211601
405.000000 0.229564
410.000000 0.245268
415.000000 0.258654
420.000000 0.269683
425.000000 0.278334
430.000000 0.284607
435.000000 0.288517
440.000000 0.290100
445.000000 0.289406
450.000000 0.286505
455.000000 0.281478
460.000000 0.274422
465.000000 0.265448
470.000000 0.254677
475.000000 0.242241
480.000000 0.228282
485.000000 0.212948
490.000000 0.196395
495.000000 0.178785
500.000000 0.160281
505.000000 0.141050
510.000000 0.121261
515.000000 0.101080
520.000000 0.080675
525.000000 0.060207
530.000000 0.039838
535.000000 0.019719
540.000000 0.000000
545.000000 -0.019179
550.000000 -0.037685
555.000000 -0.055394
560.000000 -0.072191
565.000000 -0.087973
570.000000 -0.102645
575.000000 -0.116125
580.000000 -0.128343
585.000000 -0.139238
590.000000 -0.148763
595.000000 -0.156882
600.000000 -0.163571
605.000000 -0.168818
610.000000 -0.172623
615.000000 -0.174994
620.000000 -0.175954
625.000000 -0.175534
630.000000 -0.173774
635.000000 -0.170725
640.000000 -0.166446
645.000000 -0.161003
650.000000 -0.154470
655.000000 -0.146927
660.000000 -0.138460
665.000000 -0.129159
670.000000 -0.119120
675.000000 -0.108438
680.000000 -0.097215
685.000000 -0.085551
690.000000 -0.073548
695.000000 -0.061308
700.000000 -0.048932
705.000000 -0.036518
710.000000 -0.024163
715.000000 -0.011960
720.000000 -0.000000
725.000000 0.011633
730.000000 0.022857
735.000000 0.033598
740.000000 0.043786
745.000000 0.053358
750.000000 0.062257
755.000000 0.070433
760.000000 0.077844
765.000000 0.084452
770.000000 0.090229
775.000000 0.095154
780.000000 0.099211
785.000000 0.102394
790.000000 0.104701
795.000000 0.106139
800.000000 0.106722
805.000000 0.106467
810.000000 0.105399
815.000000 0.103550
820.000000 0.100954
825.000000 0.097653
830.000000 0.093691
835.000000 0.089116
840.000000 0.083980
845.000000 0.078339
850.000000 0.072250
855.000000 0.065771
860.000000 0.058964
865.000000 0.051889
870.000000 0.044609
875.000000 0.037185
880.000000 0.029679
885.000000 0.022149
890.000000 0.014655
895.000000 0.007254
900.000000 0.000000
905.000000 -0.007056
910.000000 -0.013863
915.000000 -0.020378
920.000000 -0.026558
925.000000 -0.032363
930.000000 -0.037761
935.000000 -0.042720
940.000000 -0.047215
945.000000 -0.051223
950.000000 -0.054727
955.000000 -0.057714
960.000000 -0.060174
965.000000 -0.062105
970.000000 -0.063504
975.000000 -0.064377
980.000000 -0.064730
985.000000 -0.064575
990.000000 -0.063928
995.000000 -0.062806
1000.000000 -0.061232
